id, first_name, last_name, age, phone, email, department, rolename
456242,Audrey,Robbins,51,(599) 145-8928,ARobbins301@cityinthesky.com,Merchandise,,,,
900912,Alyssa ,Gray,53,(284) 047-7143,AGray603@cityinthesky.com,,,,,
931774,Brandon,Fisher,18,(698) 928-6574,BFisher734@cityinthesky.com,,,,,
723343,Helen,Powell,30,(258) 490-8541,HPowell94@cityinthesky.com,Dining,,,,
878483,Jessie,Jennings,59,(535) 375-6601,JJennings754@cityinthesky.com,Dining,,,,
205739,Julius ,Wilson,30,(417) 635-9698,JWilson169@cityinthesky.com,,,,,
954702,Wilson,White,40,(419) 087-5032,WWhite804@cityinthesky.com,Dining,,,,
698515,Jaime,Haynes,34,(656) 014-5948,JHaynes444@cityinthesky.com,,,,,
699460,Ramiro,Williams,48,(103) 253-1014,RWilliams416@cityinthesky.com,,,,,
272803,Lauren,Bates,34,(950) 808-0185,LBates893@cityinthesky.com,Attractions,,,,
780187,Andrea,Mitchell,40,(748) 408-7344,AMitchell635@cityinthesky.com,,,,,
787384,Jon,Blake,31,(268) 341-9797,JBlake166@cityinthesky.com,Attractions,,,,
153255,Salvatore,Dawson,55,(780) 464-7756,SDawson350@cityinthesky.com,,,,,
574462,Tamara,Baker,24,(165) 276-5434,TBaker112@cityinthesky.com,Dining,,,,
747517,Camille,Gardner,39,(606) 342-0112,CGardner432@cityinthesky.com,,,,,
546049,Adrian,Mcgee,36,(850) 463-3398,AMcgee752@cityinthesky.com,,,,,
224229,Clarence,Garrett,50,(530) 604-4033,CGarrett428@cityinthesky.com,,,,,
644579,Melvin,Mathis,60,(690) 564-0943,MMathis135@cityinthesky.com,Merchandise,,,,
296152,Lonnie,Houston,20,(351) 965-5085,LHouston669@cityinthesky.com,Merchandise,,,,
974613,Leigh,Lawson,40,(340) 021-8432,LLawson671@cityinthesky.com,,,,,
991326,Lynn,Barker,49,(698) 706-4701,LBarker293@cityinthesky.com,,,,,
481487,Lynn,Barker,48,(478) 554-4908,LBarker663@cityinthesky.com,,,,,
727435,Lynda,Clark,21,(706) 638-3491,LClark757@cityinthesky.com,Dining,,,,
585174,Lynda,Clark,53,(427) 452-4465,LClark304@cityinthesky.com,,,,,
256736,Andres,Rios,30,(407) 393-0321,ARios454@cityinthesky.com,Dining,,,,
378428,Benny,Hampton,21,(821) 458-9244,BHampton762@cityinthesky.com,,,,,
415937,Marion,Norman,44,(661) 284-2409,MNorman79@cityinthesky.com,,,,,
435824,Hubert,Valdez,27,(698) 728-3465,HValdez214@cityinthesky.com,,,,,
927686,Erick ,Duncan,44,(261) 987-4470,EDuncan274@cityinthesky.com,,,,,
878257,Michael ,Wagner,47,(599) 185-6881,MWagner577@cityinthesky.com,Merchandise,,,,
957920,Michael ,Wagner,36,(506) 402-5743,MWagner349@cityinthesky.com,,,,,
125480,Michael ,Wagner,58,(951) 234-2945,MWagner371@cityinthesky.com,,,,,
883965,Michael ,Wagner,58,(939) 180-6744,MWagner361@cityinthesky.com,Attractions,,,,
781093,Michael ,Wagner,56,(323) 774-9120,MWagner469@cityinthesky.com,,,,,
469917,Bill,Newman,45,(974) 917-4377,BNewman31@cityinthesky.com,,,,,
194911,Bill,Newman,49,(730) 731-6620,BNewman753@cityinthesky.com,Attractions,,,,
999088,Bill,Newman,38,(839) 206-0133,BNewman50@cityinthesky.com,Attractions,,,,
501924,Bill,Newman,24,(728) 658-8186,BNewman63@cityinthesky.com,,,,,
411494,Bill,Newman,52,(919) 484-7451,BNewman206@cityinthesky.com,,,,,
602160,Angel,Bowen,32,(415) 622-6184,ABowen108@cityinthesky.com,Dining,,,,
342462,Vera,Dixon,53,(209) 223-7947,VDixon859@cityinthesky.com,Dining,,,,
889894,Harriet,Ramos,45,(663) 086-5853,HRamos328@cityinthesky.com,,,,,
387800,Elisa,Rivera,42,(632) 155-3764,ERivera228@cityinthesky.com,,,,,
153124,Leah,Hansen,22,(176) 381-4927,LHansen832@cityinthesky.com,Attractions,,,,
366929,Leah,Hansen,43,(953) 671-5249,LHansen968@cityinthesky.com,,,,,
508652,Leah,Hansen,18,(327) 474-7814,LHansen579@cityinthesky.com,,,,,
455808,Kristine,Ross,34,(774) 879-6992,KRoss715@cityinthesky.com,,,,,
477313,Melissa,Patterson,22,(822) 974-5190,MPatterson380@cityinthesky.com,Merchandise,,,,
291459,Sonya,Thompson,27,(385) 277-9515,SThompson375@cityinthesky.com,,,,,
408129,Essie,Pope,41,(497) 582-1368,EPope297@cityinthesky.com,,,,,
887413,Tommie,Brooks,22,(778) 025-9620,TBrooks728@cityinthesky.com,,,,,
357111,Ervin,Barrett,57,(466) 011-7695,EBarrett47@cityinthesky.com,Attractions,,,,
287603,Ricky ,Steele,44,(492) 263-2114,RSteele839@cityinthesky.com,Attractions,,,,
731635,Ernesto,Martin,20,(260) 528-8107,EMartin656@cityinthesky.com,Attractions,,,,
409455,Brooke,Guerrero,52,(963) 663-7259,BGuerrero549@cityinthesky.com,,,,,
394332,Guadalupe,Knight,46,(370) 862-9478,GKnight571@cityinthesky.com,,,,,
